เลขรับ	ผลของการสั่งคดี	ฟ้องชาย	ฟ้องหญิง	ฟ้อง	ไม่ฟ้อง	อื่นๆ	วันสั่ง	เหตุผลที่สั่งไม่ฟ้อง	วันเสนอ	คำสั่งของกลาง	เหตุผลที่ไม่ริบของกลาง	วันแจ้งเขตของกลาง	สอบเพิ่มเติม	วันแจ้งเขตอก54	เหตุที่ค้าง	ครั้งที่เตือน	วันที่เตือน	อายุความ	วันแจ้งของกลาง	เลขออกอก46	วันที่สำนวนไป	ทีอยู่สำนวน	เก็บไม่ฟ้อง	เก็บสั่งจับ	ข้อเท็จจริง
"ว.4253/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4254/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4255/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4256/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4257/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4258/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"16/2549"	"ฟ้องศาล   4  มกราคม   2549"	1	0	1	0	0	"01/04/06 00:00:00"											0							
"ว.4259/2554"	"ฟ้องศาล"	3	3	6	0	0												0							
"ว.4260/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4261/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4262/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4263/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4264/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4265/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4266/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4267/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4268/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4019/2554"	"ฟ้องศาล"	2	0	2	0	0												0							
"ว.3958/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4248/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4206/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4275/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4276/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4278/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4280/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4286/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4284/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4285/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4282/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4283/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4279/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"39/2549"	"ฟ้องศาล     18   มกราคม   2549"	0	1	1	0	0	"01/06/06 00:00:00"											0							
"ว.4277/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4274/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4288/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4291/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4290/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4289/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4287/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4281/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4269/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4273/2554"	"ฟ้องศาล"	2	6	8	0	0												0							
"ว.4272/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4271/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4270/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4305/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4304/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4303/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4302/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4301/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4293/2554"	"ฟ้องศาล"	0	2	2	0	0												0							
"ว.4295/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4297/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4298/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4300/2554"	"ฟ้องศาล"	4	3	7	0	0												0							
"ว.4299/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"3094/2548"	"ฟ้องศาล  15  ธันวาคม  2548"	1	0	1	0	0	"11/29/05 00:00:00"											0							
"ว.4296/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4294/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4292/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4323/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4324/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4322/2554"	"ฟ้องศาล"	2	4	6	0	0												0							
"ว.4308/2554"	"ฟ้องศาล"	2	0	2	0	0												0							
"ว.4309/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4321/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4317/2554"	"ฟ้องศาล"	1	1	2	0	0												0							
"ว.4312/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4310/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4311/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4313/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4314/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4315/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4316/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4320/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4329/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4389/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4328/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4330/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4331/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4332/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"3502/2548"	"ฟ้องศาล  15  ธันวาคม  2548"	1	0	1	0	0	"12/15/05 00:00:00"											0							
"ว.4333/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4334/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4335/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4336/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4340/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4339/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4341/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4338/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4337/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4327/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4326/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4325/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4319/2554"	"ฟ้องศาล"	2	0	2	0	0												0							
"ว.4318/2554"	"ฟ้องศาล"	2	0	2	0	0												0							
"ว.4307/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4306/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4350/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4357/2554"	"ฟ้องศาล"	1	2	3	0	0												0							
"ว.4356/2554"	"ฟ้องศาล"	1	2	3	0	0												0							
"ว.4355/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4344/2554"	"ฟ้องศาล"	6	3	9	0	0												0							
"ว.4342/2554"	"ฟ้องศาล"	5	0	5	0	0												0							
"ว.4343/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4346/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"3531/2548"	"ฟ้องศาล  15  ธันวาคม  2548"	1	0	1	0	0	"12/08/05 00:00:00"											0							
"ว.4345/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4354/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4347/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4348/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4349/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4351/2554"	"ฟ้องศาล"	1		1	0	0												0							
"ว.4352/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4353/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4369/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4371/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4378/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4368/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4367/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4366/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4385/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4358/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4390/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4388/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4387/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4386/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4384/2554"	"ฟ้องศาล"	4	0	4	0	0												0							
"ว.4383/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4382/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4381/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"3560/2548"	"ฟ้องศาล  15  ธันวาคม  2548"	1	0	1	0	0	"12/15/05 00:00:00"											0							
"ว.4380/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4379/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4377/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4376/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4375/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4374/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4373/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4372/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4370/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4364/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4365/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4363/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4362/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4361/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4360/2554"	"ฟ้องศาล"	1	0	1	0	0	"12/30/11 00:00:00"											0							
"ว.27/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.26/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.25/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.24/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.21/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.20/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.19/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.18/2555"	"ฟ้องศาล"	1	1	2	0	0	"01/02/12 00:00:00"											0							
"3592/2548"	"ฟ้องศาล  21  ธันวาคม  2548"	1	0	0	0	0												0							
"ว.66/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.65/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.64/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.63/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.62/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.61/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.60/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.59/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.58/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.57/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.55/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.54/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.44/2555"	"ฟ้องศาล"	0	1	1	0	0	"01/02/12 00:00:00"											0							
"ว.53/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.52/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.51/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.50/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.49/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.48/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.47/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.45/2555"	"ฟ้องศาล"	0	1	1	0	0	"01/02/12 00:00:00"											0							
"ว.46/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.43/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.42/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"855/2549"	"สั่งไม่ฟ้องผู้ต้องหา   แจ้งตามหนังสือที่ อส(ชบ)0032/                  ลงวันที่"	1	0	1	0	0	"03/23/06 00:00:00"											0							"เสนอผู้ว่าราชการจังหวัดวันที่   29   มีนาคม   2549"
"ว.41/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.39/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.38/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.37/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.36/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.33/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.34/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.8/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.7/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.6/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.5/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.2/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.4/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.1/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.75/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.74/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.73/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.11/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.10/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.32/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.31/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.9/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.35/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.40/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"3561/2548"	"ฟ้องศาล  22  ธันวาคม  2548"	1	0	0	0	0												0							
"ว.56/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.22/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.28/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.29/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.30/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.23/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.15/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.14/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.13/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.12/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.71/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.70/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.69/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.68/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.67/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.17/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.16/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.72/2555"	"ฟ้องศาล"	1	0	1	0	0	"01/02/12 00:00:00"											0							
"ว.4465/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4397/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4476/2554"	"ฟ้องศาล"	3	2	5	0	0												0							
"ว.4472/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4473/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4474/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"3728/2548"	"ฟ้องศาล  30  ธันวาคม  2548"	0	1	1	0	0	"12/27/05 00:00:00"											0							
"ว.4400/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4399/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4405/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4406/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4404/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4410/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4418/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4417/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4416/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4444/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4427/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4426/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4424/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4423/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4430/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4458/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4457/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4456/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4455/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4454/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4463/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4462/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4461/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4460/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"3730/2548"	"ฟ้องศาล  30  ธันวาคม  2548"	0	1	1	0	0	"12/27/05 00:00:00"											0							
"ว.4459/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4414/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4411/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4412/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4409/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4408/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4407/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4433/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4422/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4431/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4415/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4420/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4419/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4413/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4421/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4434/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4425/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4429/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4432/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4428/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4443/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4469/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4468/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4467/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"3731/2548"	"ฟ้องศาล  30  ธันวาคม  2548"	1	0	1	0	0	"12/27/05 00:00:00"											0							
"ว.4466/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4475/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4471/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4470/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4490/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4489/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4487/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4488/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4450/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4449/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4451/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4448/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4391/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4392/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4393/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4394/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4453/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4452/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4484/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4483/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4482/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4396/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4435/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4477/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"3732/2548"	"ฟ้องศาล  30  ธันวาคม  2548"	1	0	1	0	0	"12/27/05 00:00:00"											0							
"ว.4478/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4479/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4481/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4441/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4442/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4446/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4445/2554"	"ฟ้องศาล"	1	0	0	0	0												0							
"ว.4447/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4486/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4485/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4480/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4464/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4395/2554"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.4436/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4438/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4437/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4439/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.4440/2554"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.105/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.106/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.127/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.126/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.125/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.124/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"3733/2548"	"ฟ้องศาล  30  ธันวาคม  2548"	1	0	1	0	0	"12/28/05 00:00:00"											0							
"ว.110/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.123/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.114/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.112/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.131/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.130/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.103/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.104/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.85/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.83/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.81/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.90/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
