เลขรับ	ผลของการสั่งคดี	ฟ้องชาย	ฟ้องหญิง	ฟ้อง	ไม่ฟ้อง	อื่นๆ	วันสั่ง	เหตุผลที่สั่งไม่ฟ้อง	วันเสนอ	คำสั่งของกลาง	เหตุผลที่ไม่ริบของกลาง	วันแจ้งเขตของกลาง	สอบเพิ่มเติม	วันแจ้งเขตอก54	เหตุที่ค้าง	ครั้งที่เตือน	วันที่เตือน	อายุความ	วันแจ้งของกลาง	เลขออกอก46	วันที่สำนวนไป	ทีอยู่สำนวน	เก็บไม่ฟ้อง	เก็บสั่งจับ	ข้อเท็จจริง
"ว.89/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.92/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.91/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.100/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.101/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.93/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.99/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.97/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.96/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.95/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.115/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.98/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"3736/2548"	"ฟ้องศาล  30  ธันวาคม  2548"	0	1	1	0	0	"12/29/05 00:00:00"											0							
"ว.128/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.140/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.77/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.137/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.136/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.135/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.134/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.132/2555"	"ฟ้องศาล"	5	0	1	0	0												0							
"ว.133/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.3/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.143/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.142/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.139/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.138/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.118/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.119/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.120/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.121/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.122/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.129/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.102/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.108/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.109/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.107/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"3737/2548"	"ฟ้องศาล  30  ธันวาคม  2548"	0	1	1	0	0	"12/27/05 00:00:00"											0							
"ว.111/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.117/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.116/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.141/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.94/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.88/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.87/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.84/2555"	"ฟ้องศาล"	1	0	4	0	0												0							
"ว.82/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.86/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.78/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.80/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.79/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.113/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.76/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.232/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.233/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.231/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.184/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.182/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.148/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.174/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.173/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.172/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"3738/2548"	"ฟ้องศาล  30  ธันวาคม  2548"	1	0	1	0	0	"12/30/05 00:00:00"											0							
"ว.171/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.170/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.192/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.191/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.236/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.237/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.239/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.243/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.242/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.241/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.240/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.244/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.245/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.166/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.165/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.164/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.163/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.151/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.149/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.147/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.146/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.161/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.154/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.157/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"3750/2548"	"ฟ้องศาล  30  ธันวาคม  2548"	1	0	1	0	0	"12/29/05 00:00:00"											0							
"ว.159/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.160/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.212/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.226/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.211/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.213/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.234/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.235/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.214/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.215/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.216/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.217/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.219/2555"	"ฟ้องศาล"		1	1	0	0												0							
"ว.220/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.221/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.222/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.223/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.224/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.225/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.208/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.209/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.210/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.202/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.203/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"3752/2548"	"ฟ้องศาล  30  ธันวาสคม  2548"	1	0	1	0	0	"12/28/05 00:00:00"											0							
"ว.207/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.180/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.181/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.162/2555"	"ฟ้องศาล"		1	1	0	0												0							
"ว.230/2555"	"ฟ้องศาล"		1	1	0	0												0							
"ว.229/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.228/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.227/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.186/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.187/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.188/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.189/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.190/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.167/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.193/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.145/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.156/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.196/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.199/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.200/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.218/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.155/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.158/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.144/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"3724/2548"	"ฟ้องศาล  30  ธันวาคม  2548"	0	1	1	0	0	"12/29/05 00:00:00"											0							
"ว.197/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.198/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.185/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.183/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.168/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.176/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.175/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.169/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.238/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.152/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.153/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.150/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.194/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.195/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.179/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.178/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.177/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.206/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.204/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.205/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.201/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.273/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.292/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.291/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"3742/2548"	"ฟ้องศาล  26  ธันวาคม  2548"	1	0	1	0	0	"12/26/05 00:00:00"											0							
"ว.290/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.281/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.282/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.283/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.284/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.285/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.286/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.287/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.259/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.260/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.253/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.254/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.255/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.258/2555"	"ฟ้องศาล"	2	2	4	0	0												0							
"ว.288/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.246/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.248/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.249/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.250/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.251/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.256/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.274/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.275/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.276/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"2277/2548"	"ฟ้องศาล    25  สิงหาคม  2548"	0	1	1	0	0	"08/24/05 00:00:00"											0							
"ว.277/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.280/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.278/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.279/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.252/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.247/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.265/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.264/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.272/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.263/2555"	"ฟ้องศาล"	1	2	3	0	0												0							
"ว.262/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.261/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.257/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.266/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.267/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.268/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.269/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.270/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.271/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.289/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.298/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.297/2555"	"ฟ้องศาล"	2	1	3	0	0												0							
"ว.296/2555"	"ฟ้องศาล"	5	0	5	0	0												0							
"ว.295/2555"	"ฟ้องศาล"	4	1	5	0	0												0							
"283/2549"	"ฟ้องศาล             3     กุมภาพันธ์    2549"	1	0	1	0	0	"02/03/06 00:00:00"											0							
"ว.293/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.294/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.316/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.315/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.314/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.310/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.309/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.308/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.307/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.306/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.305/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.304/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.303/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.302/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.301/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.299/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.311/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.312/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.320/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.321/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.313/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.319/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.318/2555"	"ฟ้องศาล"		1	1	0	0												0							
"ว.317/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.756/2549"	"ฟ้องศาล"	1	0	1	0	0	"04/05/06 00:00:00"											0							
"ว.336/2555"	"ฟ้องศาล"	14	0	14	0	0												0							
"ว.326/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.325/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.335/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.323/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.331/2555"	"ฟ้องศาล"	7	0	7	0	0												0							
"ว.328/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.334/2555"	"ฟ้องศาล"	5	0	5	0	0												0							
"ว.332/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.333/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.329/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.327/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.322/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.324/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.358/2555"	"ฟ้องศาล"		1	1	0	0												0							
"ว.345/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.344/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.343/2555"	"ฟ้องศาล"		1	1	0	0												0							
"ว.342/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.341/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.337/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.340/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.356/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.758/2549"	"ฟ้องศาล"	1	0	1	0	0	"04/05/06 00:00:00"											0							
"ว.357/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.339/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.338/2555"	"ฟ้องศาล"	1	0	1	0	0												0							
"ว.350/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
"ว.349/2555"	"ฟ้องศาล"	0	1	1	0	0												0							
